"At","Sentimen","Review","Bintang"
"2020-08-28 12:18:04","1","Terori terjamin terlengkap...","5"
"2020-08-28 11:47:18","1","Bagussssssssssssssss","5"
"2020-08-28 10:39:50","1","Sukak banget sama apknya","5"
"2020-08-25 00:36:58","1","semoga lebih baik kedepannya","5"
"2020-08-24 10:00:44","1","belum coba","5"
"2020-08-18 14:58:32","-1","poor customer service parah.","1"
"2020-08-16 06:18:46","1","Bagus tapi pake bahasa Inggris nggak ngerti","4"
"2020-08-14 10:48:00","1","Good pisan euyyy","5"
"2020-08-10 20:38:38","1","Senang belanja di sociolla, banyak sale dan harga menarik.","5"
"2020-08-09 20:11:49","-1","Ati ati diserbu bintang 1","1"
"2020-08-05 21:06:33","1","❤❤❤❤","5"
"2020-08-04 18:30:46","-1","Gatau lah maleZ","2"
"2020-08-02 23:39:55","-1","D8d","2"
"2020-07-30 23:30:28","1","Bagusssss bangettt buat nentuin kulitku ini, banyak temen beauty review jujur dan racun banget","5"
"2020-07-30 10:27:03","1","De best lah pokoknya","5"
"2020-07-29 14:05:01","1","Gak ad","5"
"2020-07-28 16:02:01","-1","Sociola asu teles,anjing","1"
"2020-07-24 01:50:27","1","baguss anettt","5"
"2020-07-21 17:05:14","-1","Kapok 🙃 galagi lagi","1"
"2020-07-16 10:32:07","-1","SetekAh membaca ulasan customer lainnya kayaknya banyak yg kecewa jd mohon maaf saya unistal aja deh jadi takut","2"
"2020-07-15 11:47:13","1","👍👍","4"
"2020-07-14 16:29:21","1","👍","4"
"2020-07-14 12:19:46","1","Love so much","5"
"2020-07-11 15:38:54","1","Mantap lah","5"
"2020-07-10 18:54:59","1","Ok","5"
"2020-07-10 11:28:55","-1","Tidak masuk akal","1"
"2020-06-27 11:06:58","1","Sangat suka berbelanja di Sociolla.","5"
"2020-06-25 23:53:14","1","Found With Samsung Galaxy S20 Ultra 5G","5"
"2020-06-24 17:31:33","1","Baguusss","5"
"2020-06-19 08:42:45","1","Lop","5"
"2020-06-13 23:13:01","1","Mantap","5"
"2020-06-12 18:17:10","1","Baik","5"
"2020-06-12 03:55:36","-1","Jelek banget","2"
"2020-06-08 19:11:00","1","Suka banget sama Sociolla..","5"
"2020-06-01 20:28:08","-1","Menurut saya ini aplikasi yg setengah-setengah","2"
"2020-05-31 04:21:03","1","MANTAP","5"
"2020-05-28 16:14:56","-1","Bagus","2"
"2020-05-27 04:42:48","1","Haiii...gimana caranya mengembalikan uang yang slh tranferr seharusnya saya tranfer 1 x tpii ga semgj hd 2 x... plisss help","5"
"2020-05-26 21:25:37","1","Siapa yng ksini krna liat diskon di instagram","5"
"2020-05-25 13:42:25","1","Kusuka","4"
"2020-05-21 11:49:56","1","Oke bagusl","5"
"2020-05-19 23:34:05","1","Luv","5"
"2020-05-19 11:40:45","1","Bagus","4"
"2020-05-16 19:29:35","1","Bagus bangets","5"
"2020-05-13 13:48:21","1","Giid Good Guud","4"
"2020-05-11 13:02:36","1","Sangat membantu saya","4"
"2020-05-11 12:18:45","1","Sangat membantu ❤❤","5"
"2020-05-10 14:39:10","1","Semoga dpt socobox","5"
"2020-05-09 22:32:00","1","Aplikasinya bagus, sangat menarik dan cewek banget 💖 penuh detail, pokoknya makasih buat yang buat app ini!","5"
"2020-05-09 16:47:43","1","Mantapppp","5"
"2020-05-08 09:55:23","1","Aplikasi paling favorit banget di hp","5"
"2020-05-07 20:02:59","1","🥰🥰🥰🥰","5"
"2020-05-07 19:57:56","1","Okeoke","5"
"2020-05-07 05:40:57","1","👍👍👍","5"
"2020-05-06 21:52:55","1","Good","5"
"2020-05-06 14:03:04","1","My heaven","5"
"2020-04-30 23:20:51","1","Sangat merekomendasikan aplikasi ini untuk semuanya","5"
"2020-04-24 22:06:30","1","Ok","5"
"2020-04-22 20:10:52","1","Gooddd","5"
"2020-04-20 03:17:20","1","Good","5"
"2020-04-19 00:41:56","-1","Gatau aplikasinya susah banget dipake","1"
"2020-04-18 23:36:00","1","aku mau dnld gagal terooooss, pdhl koneksi oke, storage jg masih luas","5"
"2020-04-14 22:53:59","-1","Bintangnya satu dulu ya, mau tanya ini aplikasi apa ya dan cara mau pasang iklan di aplikasi Soco caranya bagaimana ya? Terima kasih","1"
"2020-04-08 15:32:36","-1","Ngga lagi belanja disini dah 🙂","1"
"2020-04-07 11:41:16","1","Aku suka sociolla ♡♡♡","5"
"2020-04-06 10:19:27","1","Hoby","5"
"2020-04-03 19:59:39","0","hay saya dari papua mau tau kalo order barang di SOCO ini datangnya ke papua bereapa lama makasih yae..saya kasih 🌟 🌟 🌟","3"
"2020-03-31 10:45:53","-1","Berat banget buka aplikasi ini, padahal instagram aja ngga seberat itu","2"
"2020-03-30 02:13:48","1","Yoiii","5"
"2020-03-30 01:30:03","0","Bisa bayar ditempat belum","3"
"2020-03-29 17:57:01","-1","Ko error conection terus ya?padahal jaringan nya lagi bagus","1"
"2020-03-28 15:02:55","1","Vudo Kgk","5"
"2020-03-28 13:43:08","1","Sangat bagus","5"
"2020-03-28 06:34:29","1","Oke","5"
"2020-03-27 13:29:44","0","Saya sudah order di sini tapi belum di proses gimna ya? Saya harus chat kemana?","3"
"2020-03-26 21:47:48","-1","Kak,sy tinggal di kaltim-kota bontang kalau sy pesan apakah ttp sampai ke rumah sy","2"
"2020-03-25 12:51:08","1","Good","5"
"2020-03-25 08:15:35","1","Anisa Bintang","5"
"2020-03-24 10:43:39","1","Bagus sekalii","5"
"2020-03-24 10:15:35","0","sering bug","3"
"2020-03-24 02:47:12","1","best app ever!!","5"
"2020-03-23 20:37:48","-1","E-commerce app yang aneh.. tidak easy used.","1"
"2020-03-23 15:45:21","-1","Lebih lancar di web walaupun web juga sering down","2"
"2020-03-22 02:59:42","1","like bgt","5"
"2020-03-20 20:28:46","1","Like it","5"
"2020-03-20 20:06:03","0","Aku mau review kok ga bisa ya kak? Padahal sinyalnya bagus2aja.","3"
"2020-03-20 11:23:33","1","Bagus","5"
"2020-03-19 07:03:20","1","Bagus","5"
"2020-03-18 01:09:54","1","Dolwnload lagu tiket suargo","5"
"2020-03-17 23:05:23","1","Mantull","5"
"2020-03-17 18:07:39","1","Good","5"
"2020-03-14 18:10:52","-1","Coba bsa cod","1"
"2020-03-12 14:40:23","0","👍","3"
"2020-03-11 22:44:10","1","Aktifasi akun yg brnma suri atika kk","5"
"2020-03-11 17:50:00","-1","Buruk","1"
"2020-03-09 13:46:36","1","Piling gud","5"
"2020-03-09 13:02:20","1","ok","5"
"2020-03-07 17:30:19","-1","Ribet","1"
"2020-03-04 14:27:57","0","3 dulu klo bagus nnti ditambah","3"
"2020-03-04 12:31:42","1","Mbak bantu saya dong.. Saya kesulitan di Username Apa ada contohny.. Terima kasih","5"
"2020-03-04 10:14:56","1","Diskon esqa lagi dong 50% 🥺","5"
"2020-03-03 16:35:00","1","Wow pesanan yang bagus ya","5"
"2020-03-03 15:24:55","1","Okkk","5"
"2020-03-03 10:29:28","-1","Yang tau aplikasi tempat makeup dan skin care yang waras tolong beri tau ya,ini udah saya hapus","1"
"2020-03-03 08:58:41","1","Supeeer..love it!","5"
"2020-03-02 20:48:27","1","Ngabisin duit aja, tapi aku padamu💕✨","5"
"2020-03-02 07:59:50","1","Bagussss","5"
"2020-02-28 03:37:54","-1","Ko gabisa diinstal y?","2"
"2020-02-26 20:54:29","1","Tips nya membantu","4"
"2020-02-26 10:26:24","1","Sukaaaa bngtttt","5"
"2020-02-26 05:08:34","1","luv it!","5"
"2020-02-25 22:05:40","1","Baguss","5"
"2020-02-25 15:04:00","1","gilaaa gatau lagi mau ngomong apa intinya aku seneng baget kalo belanja disini","5"
"2020-02-25 11:46:50","1","mudah","5"
"2020-02-25 11:00:21","1","Mantap","5"
"2020-02-25 06:01:10","1","Good💕","5"
"2020-02-24 18:52:29","1","Aplikasi yang sangatt rekomended buat kalian para pecinta skincare nggak nyesel aku donwload nyaa..pokoknya the besttttt lahhhh","5"
"2020-02-23 15:40:58","1","Belum dicoba smoga lancar","5"
"2020-02-23 14:10:38","1","🐰","4"
"2020-02-23 06:40:15","1","Good","5"
"2020-02-22 22:56:42","1","Love this app","5"
"2020-02-22 19:29:41","1","Bagus dan saya suka sekali app ini","5"
"2020-02-22 16:07:03","1","👍👍👍","5"
"2020-02-22 10:50:00","1","Bagusss","5"
"2020-02-21 19:33:53","1","Lebih di perbaiki lagi","4"
"2020-02-21 18:37:27","1","Nice~","5"
"2020-02-21 17:59:57","1","Keren","5"
"2020-02-10 01:19:51","1","Awaaa","5"
"2020-02-08 13:17:13","-1","Cukup bermanfaat","1"
"2020-02-03 11:13:41","1","Udah bisa digunakan lagiii yay!!","5"
"2020-01-26 09:55:39","-1","Percuma udah download dan gak bisa dibukak aplikasinya T_T ......","1"
"2020-01-25 19:37:27","0","ini sekarang kenapa soco ku gabisa dibuka ya? apa karna hpnya tidak support. apa bagaimana? sebelumnya bisa soalanyaaa😢😢","3"
"2020-01-19 15:17:10","1","Bagus banget aplikasi nya. Sering Adain promo yaa sociolla. Biar makin rajin belanja nya","5"
"2020-01-14 13:34:16","1","Tingkatkan terus performa muu","4"
"2020-01-13 16:37:34","1","Bagus","5"
"2020-01-13 11:44:09","1","Sociolla sangat membantu saya","5"
"2020-01-02 15:59:53","1","Kesayangan aku pokoknya","5"
"2019-12-28 11:30:52","1","suka banget sama aplikasinya😭😭❤❤❤❤❤","5"
"2019-12-26 16:08:00","1","The best","5"
"2019-12-23 16:32:56","0","Terpercaya","3"
"2019-12-22 16:08:58","1","Bagus","5"
"2019-12-19 08:42:05","-1","Jelek banget aplikasi nya. Di web juga sama. Pdhal seneng belanja disini. Parah sihhh. Perbaiki dong :)","1"
"2019-12-15 21:34:01","-1","Aplikasi ni dipake cuma buat liat review produk ajaaa kalo mau beli jangan disini mending di shopee","1"
"2019-12-14 11:25:45","1","Bagaimana cara hapus akun soco sociolla ? Saya ingin hapus akun","4"
"2019-12-14 11:17:33","0","Aplikasi berat. Loading lama. Mau publish review ditunggu lama sekali.","3"
"2019-12-12 21:46:36","-1","Sering down","1"
"2019-12-12 20:10:29","-1","Lola banget","1"
"2019-12-12 13:26:19","1","Suka ajaa","5"
"2019-12-12 07:45:37","-1","Jelek banget, mau ini ini itu susah karena lama banget jadi KZL sendiri","1"
"2019-12-12 05:51:24","-1","Admin, aplikasi sociolla processingnya lama bener.","2"
"2019-12-11 11:09:03","-1","Bad. Bad bad bad bad","1"
"2019-12-10 10:56:34","-1","lemot","1"
"2019-12-09 19:55:35","-1","Aplikasinya sering error, tolong perbaiki.","1"
"2019-11-28 18:50:36","1","good..suka banget pake gojek. Apalagi gopaynya","5"
"2019-11-28 17:52:16","1","Gooossssss","5"
"2019-11-28 07:48:25","1","Jadi gampang order","5"
"2019-11-27 19:27:02","1","Aaaa bagus banget, semoga makin sukses soco...","5"
"2019-11-18 15:32:02","1","baik","5"
"2019-11-16 23:28:25","1","Sangat bagus+review nya sangat membantu","5"
"2019-11-13 14:30:29","0","Untuk jadi seller gimana caranya??","3"
"2019-11-10 22:38:44","-1","GBB","1"
"2019-11-09 08:28:17","1","lemot bgt ga sanggup:(","4"
"2019-11-08 20:36:42","1","Good job","5"
"2019-11-05 08:11:33","-1","Gak bisa di upgrade","2"
"2019-11-03 23:48:18","1","Ok","5"
"2019-11-02 18:03:38","1","Puas banget belanja di sociolla💞💞","5"
"2019-11-02 15:38:59","0","Sebenernya bagus banget aplikasinya.. tapi berat gitu, gak lemot sih.. tp beras gitu klik kliknya.. mending buka di websitenya lebih luwes dan cepet .","3"
"2019-10-31 11:37:52","1","Goood","5"
"2019-10-29 17:46:54","1","joshhh","5"
"2019-10-29 07:58:15","1","Good","5"
"2019-10-27 12:29:17","1","Luv","5"
"2019-10-26 21:51:34","1","Keren bgt make up nya lengkap truss ori semua lg","5"
"2019-10-26 11:24:36","0","Sering eror","3"
"2019-10-26 10:48:19","1","okk","5"
"2019-10-26 09:00:13","1","mahal mahal harganya huhu","4"
"2019-10-25 22:53:34","1","Good","5"
"2019-10-25 20:03:12","1","Top","5"
"2019-10-25 19:06:24","1","Ok","5"
"2019-10-25 17:51:47","1","Keren bangat","5"
"2019-10-25 14:18:44","1","keren","5"
"2019-10-24 19:50:08","1","good","5"
"2019-10-24 12:48:14","1","Good one","5"
"2019-10-24 10:30:49","1","oke banget","5"
"2019-10-23 14:51:16","1","Keren","5"
"2019-10-22 22:50:10","1","Bagus","5"
"2019-10-22 21:46:02","1","Good app for skincare","5"
"2019-10-21 11:46:05","1","Ok","5"
"2019-10-20 22:23:25","1","Okeh","5"
"2019-10-20 13:04:31","1","Mantap","5"
"2019-10-18 13:04:09","1","Love it!","5"
"2019-10-16 07:32:07","-1","Bad","1"
"2019-10-15 16:16:40","-1","Ngeri","1"
"2019-10-15 16:15:39","-1","Haduh","1"
"2019-10-15 16:15:12","-1","Kecewa","1"
"2019-10-15 16:14:52","-1","Tak jelas","1"
"2019-10-15 16:14:34","-1","So bad","1"
"2019-10-15 16:14:11","-1","Buruk sangat buruk","1"
"2019-10-14 13:09:37","-1","Aplikasi dan websitenya jelek :( Sinyal saya penuh, buka lain2 bisa, tapi buka website atau aplikasi sociolla lama banget","1"
"2019-10-14 05:24:44","1","Good","5"
"2019-10-13 19:59:53","1","Good app","5"
"2019-10-12 13:07:19","-1","Loadingnya lama bangt padahal jaringan kenceng","1"
"2019-10-12 08:21:06","1","Jjangg","5"
"2019-10-11 14:43:32","-1","kok saya gk bisa daftar ya","2"
"2019-10-10 20:54:55","0","Lemot parah,kesell.tolong perbaiki","3"
"2019-10-10 18:58:05","-1","LEMOT BGT, MAU CO AJA SUSAH!!","1"
"2019-10-10 13:14:05","-1","lemot banget apkikasinya sampek aku copot lagi pemasangan karna kesel, mohon diperbaiki dong kecepatannya","2"
"2019-10-10 12:46:49","1","Ok","5"
"2019-10-10 11:21:25","1","Ok","5"
"2019-10-10 09:51:56","1","Luvvv","5"
"2019-10-10 06:52:03","-1","Jelek banget njir appnya. Lelet banget, suka ngehang gitu. App kentang.","1"
"2019-10-10 00:47:44","1","Goods app tingkatkan terus boss mantap","5"
"2019-10-09 20:33:12","1","sangat menguntungkan","5"
"2019-10-09 17:24:45","1","Good job, Sociolla!","5"
"2019-10-09 05:03:36","1","Sangat membantu dalam mengenali diri sendiri khususnya dlm hal estetika","5"
"2019-10-08 17:39:18","1","Awesome","5"
"2019-10-08 11:32:32","1","Bagus siii. Tapi lemotttt +++ padahal kuota masih banyak dipake apk lain juga lancar","4"
"2019-10-08 08:15:55","0","kenapa app nya lambat bgt jaringan wifi kencang buka apa apa kencang giliran buka sociolla lemot parah bolak balik disitu aja jdi gk nyaman mau berbelanja....","3"
"2019-10-07 18:59:37","1","ok","5"
"2019-10-07 18:46:12","1","Thankyouuu soco","5"
"2019-10-07 15:44:56","-1","Wadaaaw, super leleeeet","1"
"2019-10-07 15:11:24","-1","Aplikasinya Lemot","1"
"2019-10-07 01:47:42","1","Mantappp","5"
"2019-10-06 16:01:27","1","Baguss","5"
"2019-10-06 10:32:45","1","Ok","5"
"2019-10-06 04:41:58","1","😁😁😁😁","5"
"2019-10-06 03:37:34","1","Bagus","4"
"2019-10-06 00:56:12","1","Suka!","5"
"2019-10-06 00:14:18","1","Bermanfaat banget","5"
"2019-10-05 22:32:28","1","Keren aplikasinya","5"
"2019-10-05 22:31:52","1","Bagus","4"
"2019-10-05 22:15:52","1","Baguuisss","5"
"2019-10-05 20:46:54","1","Payment nya bisa lewat apa aja? Aku blm dnlt","5"
"2019-10-05 16:28:53","1","i love it so much","5"
"2019-10-04 20:13:27","1","Good","5"
"2019-10-04 00:54:12","1","good","5"
"2019-10-03 23:53:18","1","Sukaa bangettt, sangat ngebantuuu","5"
"2019-10-03 12:45:14","1","Good","5"
"2019-10-03 10:56:30","1","Bagus","5"
"2019-10-03 09:44:11","1","Suka banget sama aplikasinyaaa❤❤❤❤","5"
"2019-10-02 16:53:44","1","Ok it's good enough","4"
"2019-10-02 13:53:20","1","Baik","5"
"2019-10-02 12:44:35","1","Ok","5"
"2019-10-02 05:50:48","1","Terbaikk selaluu ❤❤❤💛💛💛💛","5"
"2019-10-01 22:46:03","1","Good","5"
"2019-10-01 21:49:54","1","Nice place to shopping my skincare needs...","5"
"2019-10-01 18:08:49","1","Like 😘😘","5"
"2019-10-01 16:05:18","1","Sangat bagus","5"
"2019-10-01 13:08:00","1","Tolong dong diberi tahu cara untuk mendapatkan poin dan voucher gimana? Baru nginstal soalnya","4"
"2019-10-01 07:58:00","1","So far so good","5"
"2019-10-01 02:01:21","1","good app!","5"
"2019-10-01 00:08:55","1","Kerenlah","5"
"2019-09-30 21:25:32","1","agak lemot pas searching, pke indihome","4"
"2019-09-30 19:09:59","1","Sangat bagusss","5"
"2019-09-30 10:59:40","1","Bagus","5"
"2019-09-30 09:56:07","1","Thankyouuu! You are exist","5"
"2019-09-30 02:13:11","1","Rekomen parah","5"
"2019-09-29 17:32:35","1","Good app","5"
"2019-09-29 13:01:33","1","Good","5"
"2019-09-28 20:35:52","1","bintang 4 dlu","4"
"2019-09-28 19:52:05","-1","Tai anying app nya🖕🖕🖕🖕🖕","1"
"2019-09-28 19:45:30","1","Goodd","5"
"2019-09-28 10:26:41","1","Saya sedang mencobanya","5"
"2019-09-28 09:31:21","1","membantu ciwi-ciwi banget, suka!","5"
"2019-09-27 23:23:40","-1","Knpa gabisa di dwonload yaa ?","1"
"2019-09-27 13:52:55","1","Good","5"
"2019-09-27 07:04:12","1","Aplikasi yang bagus","5"
"2019-09-27 04:28:54","1","Sukak sama app ini 💕","5"
"2019-09-27 03:07:33","1","Yooooo","5"
"2019-09-26 22:30:03","1","👍👍👍","5"
"2019-09-26 21:37:18","1","Luvvvv❤","5"
"2019-09-26 21:25:20","1","Mantap","5"
"2019-09-26 17:42:48","1","Sip","5"
"2019-09-25 12:04:37","1","Mantappppp","5"
"2019-09-24 08:11:14","1","good","5"
"2019-09-24 06:23:27","1","Sangatt kerenn","5"
"2019-09-24 01:46:51","1","Good!!","5"
"2019-09-23 20:03:39","1","Bagus koq tp update terus :(","4"
"2019-09-23 00:04:58","0","Ok","3"
"2019-09-22 19:21:49","1","Sukak","5"
"2019-09-22 16:56:10","-1","knp ga bisa dipake sih aplikasinya","1"
"2019-09-21 16:59:28","1","Sejauh ini bagus","5"
"2019-09-21 07:44:35","1","Aplikasinya bagus","4"
"2019-09-21 03:33:46","1","tempat belanja paling trusted deh","5"
"2019-09-20 11:19:57","1","Good","5"
"2019-09-20 09:23:35","1","👌","5"
"2019-09-20 00:13:29","1","ok aj","5"
"2019-09-19 22:17:23","1","Top","5"
"2019-09-19 17:13:35","1","Tempat belanja yg terpecaya","5"
"2019-09-19 13:45:44","1","👍👍","5"
"2019-09-19 10:37:43","1","Belanja make up dan skincare jadi lebih mudah 😍","5"
"2019-09-19 05:23:32","1","Sukak","5"
"2019-09-18 22:42:07","1","one of my fav app","4"
"2019-09-17 23:29:52","1","baik","5"
"2019-09-17 19:05:53","1","Ntapss","5"
"2019-09-17 01:13:00","1","good 👌👌👌👌👌👌","5"
"2019-09-15 21:03:51","-1","Aplikasi paling lelet yang pernah ada","1"
"2019-09-15 20:14:35","1","Ok bgt","5"
"2019-09-15 19:04:01","1","Good","5"
"2019-09-15 13:16:13","1","😍","5"
"2019-09-14 20:52:28","1","Ouou","5"
"2019-09-13 22:40:02","1","Love lah pokok nya","5"
"2019-09-13 18:39:12","1","Baguuus","5"
"2019-09-13 18:31:54","1","Suka sama Sociolla❤️ Subscribe Channel YouTube Wangbi Asa ya❤️","5"
"2019-09-13 18:06:52","1","Aplikasi yang keren, tempat cari solusi ketika mencari pilihan hidup","5"
"2019-09-13 18:04:44","1","Nice","4"
"2019-09-13 17:29:33","1","Menarik","5"
"2019-09-13 15:18:19","1","Good","4"
"2019-09-13 13:26:21","1","Membantu dalam memilih skincare","4"
"2019-09-13 10:13:40","1","Yuhu","5"
"2019-09-13 08:36:11","1","Amazing","5"
"2019-09-12 18:15:40","1","Love it","5"
"2019-09-12 10:44:43","1","Ok","5"
"2019-09-11 21:29:29","1","App rekomendasi buat cew","4"
"2019-09-11 18:03:43","1","Good app","5"
"2019-09-10 12:44:50","1","ocehh","5"
"2019-09-10 09:30:57","1","Ok lah","5"
"2019-09-09 21:59:49","0","coba dulu","3"
"2019-09-09 18:55:52","1","Terpercaya","5"
"2019-09-09 18:55:44","-1","Aplikasi taikk babi 🖕🖕🖕","1"
"2019-09-08 17:22:39","1","Selalu puas","5"
"2019-09-08 14:33:16","1","thank u sociolla","5"
"2019-09-08 14:14:32","-1","lola nyaaa subhanallah","1"
"2019-09-07 10:53:23","1","Bagus","5"
"2019-09-06 21:50:06","1","Bagus","5"
"2019-09-06 18:54:57","1","Good","4"
"2019-09-06 15:30:20","1","Baguuuusss","5"
"2019-09-06 15:10:46","1","Ok","5"
"2019-09-06 13:19:34","1","Suka belanja disini","5"
"2019-09-06 12:29:12","1","Sukka","5"
"2019-09-06 10:05:07","1","💗💗","5"
"2019-09-06 04:13:02","1","Tempat belanja terkren abad ini 😍😍😍😍","5"
"2019-09-05 11:39:04","1","Bagus","5"
"2019-09-05 10:52:36","1","Keren","5"
"2019-09-04 18:45:36","1","Top","5"
"2019-09-01 00:01:21","-1","Jgn di instal asli, mending ke web google nya aja. Gajelas apk nya","1"
"2019-08-30 16:05:10","1","ini sihh terbaikkk. bener² app yg bkin perempuan bahagia setengah matii bgtt ini niii ❤️❤️","5"
"2019-08-29 10:03:14","1","Recommended","5"
"2019-08-28 15:04:35","1","😘💕","5"
"2019-08-26 19:21:23","0","Sering eror","3"
"2019-08-25 01:32:41","-1","Saya mau pake kredivo . Ko gaada kredivo jya padahal disitu nya ada promo pake kredivo","1"
"2019-08-22 10:33:41","1","Aplikasinya ngebantu banget buat belanja. Gampang dipakai juga. Thank you sociolla","5"
"2019-08-18 00:24:33","1","baru coba download","4"
"2019-08-14 12:37:54","1","skrng lebih bagus lg 👌","5"
"2019-08-13 17:40:54","1","NICEEE","5"
"2019-08-13 08:19:25","1","very good","5"
"2019-08-09 14:56:26","1","kereen bgt sih😎","5"
"2019-08-09 11:32:28","1","keren","5"
"2019-08-07 12:04:33","1","okee","5"
"2019-08-06 19:26:46","1","good","5"
"2019-08-05 18:45:24","1","bagus","5"
"2019-08-02 22:51:23","1","bgs bgt ya","5"
"2019-08-02 21:38:09","1","bagussssss","5"
"2019-08-02 19:25:50","1","syuka sekali dengan aplikasi ini 😆. semoga makin banyak brand join. eheee","5"
"2019-08-02 15:31:40","1","good","5"
"2019-07-31 19:31:52","1","mantul","5"
"2019-07-31 16:32:58","1","good","5"
"2019-07-31 15:54:15","1","good","5"
"2019-07-31 13:52:53","1","bagus banget","5"
"2019-07-31 06:04:20","1","bagus banget","5"
"2019-07-29 16:54:35","1","good","5"
"2019-07-29 07:46:43","1","BAGUS TAWWA","5"
"2019-07-28 21:49:33","1","good","5"
"2019-07-28 10:50:49","1","mantap","5"
"2019-07-23 00:26:41","1","good","5"
"2019-07-22 20:27:50","1","bagus","5"
"2019-07-22 17:36:53","1","👍","5"
"2019-07-21 17:41:25","1","g nyesel pokoknya belanja di sociolla...","5"
"2019-07-21 13:06:18","1","suka banget sangat membantu dalam dunia kecantikaaan💓💓💓💓","5"
"2019-07-21 08:16:34","1","good","4"
"2019-07-18 21:36:47","1","gooood","5"
"2019-07-17 09:20:07","1","good","5"
"2019-07-16 20:02:01","1","love soco","5"
"2019-07-15 15:46:32","1","good","5"
"2019-07-15 15:33:44","1","mmmmaannttuuull","5"
"2019-07-15 11:58:04","-1","buruk","1"
"2019-07-14 22:56:11","1","good","5"
"2019-07-14 18:41:57","1","sangat baik","5"
"2019-07-14 16:44:07","1","bagus app nya","5"
"2019-07-14 09:44:11","1","Sangat bermanfaat","5"
"2019-07-14 08:30:57","1","bagus","5"
"2019-07-13 13:22:33","1","masih agak lemot dan lebih ena web. tp gapaapa masih oke bgt pas dipake","4"
"2019-07-13 12:16:25","1","mantul","5"
"2019-07-13 10:31:12","1","kereeennnn free shiping","5"
"2019-07-13 08:10:31","1","bagus","5"
"2019-07-13 02:44:09","-1","nge lag parahhhh","1"
"2019-07-13 01:21:44","0","lemot","3"
"2019-07-12 14:32:11","1","keren","5"
"2019-07-10 22:00:43","1","follow ya so.co aku @uvaulva .. tar ku share banyak skincare yang recomend 🤗😍","4"
"2019-07-08 08:49:24","1","okey bgt","5"
"2019-07-05 14:15:13","1","bermanfaat","5"
"2019-07-04 20:13:50","-1","kok canceled ya?","1"
"2019-07-03 12:09:45","-1","Susah pake aplikasi nya. Jd males beli disini ;(","2"
"2019-07-03 08:22:37","1","love it!","5"
"2019-07-03 02:08:56","1","ok","5"
"2019-07-01 13:26:04","1","apik","5"
"2019-06-29 23:10:24","1","good","5"
"2019-06-29 13:20:12","0","bagaimana cara untuk scan barcode nya??","3"
"2019-06-28 09:42:31","1","bikin kalap mata ngeliat harga2nya😭😭❤💛","5"
"2019-06-27 22:43:12","-1","terlalu rumit","1"
"2019-06-27 15:38:50","1","keren","5"
"2019-06-27 09:07:53","1","whoaaa","5"
"2019-06-26 16:51:23","-1","mending dibenahi dulu. rusak terus","1"
"2019-06-26 13:30:53","1","😘","5"
"2019-06-26 12:31:44","1","oke","5"
"2019-06-26 08:51:09","1","jadi tmpat patokan harga, bisa nambah pengetahuan daleeem banget ttg skincare.. 😍","5"
"2019-06-25 22:29:56","1","Good af","5"
"2019-06-25 21:07:35","1","bagus","5"
"2019-06-25 19:04:38","1","good","5"
"2019-06-25 18:52:29","1","nice","5"
