"At","Sentimen","Review","Bintang"
"2020-04-28 15:03:44","1","Aplikasi yg bisa dibilang lengkap apa yg didalamnya (tpi untuk produk masih ada produk lain yg tidak ada di aplikasi ini)","4"
"2020-04-26 11:52:24","-1","Skincarenya expired sedihhhh, udh beli mahalll😞","1"
"2020-04-24 22:16:32","1","produknya emg oke semua, dijamin ori. tp aplikasi nya, tolong lah jgn update2 mulu. kmrn udah ku update, skrg ada update an lagi -_-","5"
"2020-04-23 00:37:28","1","Produknya lengkap dan dijamin ori, banyak diskon dan free shipping. Sering kasih gift jg ke member2 nya. Mantaplah","5"
"2020-04-16 00:17:54","1","Bagus banget ini tuh, reviewnya lengkap (bisa tahu jenis kulit yang ngereview ttg produk yang dicari sehingga bisa gw cocok2in buat gw). Sepuas itu si aku sama aplikasi ini lewat apk ini aku bisa nemuin produk yang bener cocok. Terima kasih, tolong pertahankan dan lebih update lagi sama produknya dan lebih dibanyakin lagi review barangnya.","5"
"2020-04-12 18:18:07","-1","Aku fa sukaaaaaaaa ga bagus-bagus barangnya uuuuuuu sosyola ga bagus uuuuuuuuu","1"
"2020-04-11 22:18:55","1","Seneng sih sama sociolla yang selalu kasih socobox dan menarik semua produk disini juga dijamin ori","5"
"2020-04-06 06:50:48","1","Produk ori ,, Cepet jg sampainya","4"
"2020-03-27 08:49:44","-1","Gak lengkap ih aku nyari some by mi snail truecica toner gak ada, kebanyakan produk lokal","1"
"2020-03-18 16:53:32","1","Aku suka Banget sama app ini,,membantu aku dalam mencari skincare terbaik untuk kulitku,serta produk² kecantikan lainnya walau terkadang stoknya cepet abis😊,,tapi susah banget untuk log in padahal jaringannya bagus,jadi harus berulang kali baru bisa,,😢","4"
"2020-03-04 21:32:16","0","Semoga bisa belanja di sini tapi harganya mahal gak diskon gak ada brand Lt pro","3"
"2020-03-02 20:25:14","1","Sociolla merupakan aplikasi yg bagus walaupun sy blm pernah belanja di situ. Namun akan lebih bagus lagi jika brand-brandnya ditambah.","4"
"2020-02-28 09:50:37","1","Suka banget dan membantu kalau mau blanja make up dan skincare. Dapet socobox pula","5"
"2020-02-25 21:22:54","1","Paket dateng tepat waktu, barang nya ori insyaallah, puas deh sama pemesanan disoco💃😍","4"
"2020-02-25 16:31:42","1","Belanja disini smua orii","5"
"2020-01-18 10:30:39","1","Lengkap","5"
"2020-01-15 20:18:23","1","Aplikasinya baguss banget aku sukaaa tambahin please produk dari some by mi terus tambahin event gratis ongkir untuk wilayah jauh kayak aku ☹ ongkirnya lumayan mahal","5"
"2020-01-09 12:55:48","1","Keren bgt aplikasix cocok buat saya yg suka make up dan tau produk apa yg cocok buat sy","5"
"2019-12-15 01:27:50","1","Suka sih belanja di sociolla, terutama kalo lagi banyak promo. Produk nya juga udah terjamin pasti oriii. Cuma aplikasi nya di hp ku kadang lemot banget gak ngerti kenapa padahal buka aplikasi lain biasa aja. Sinyal pun kenceng padahal, entah kenapa pas buka aplikasi ini aja jadi lemot..","5"
"2019-12-12 02:29:31","1","Enak banget barang ORI semua lagi ga kaleng kaleng","4"
"2019-11-10 11:31:09","1","Bagus tp gak semua barang bisa dibeli","4"
"2019-11-06 22:10:46","1","Bagus barangnya always original","5"
"2019-10-31 06:47:05","-1","Aplikasi nya sering error dan belum lengkap seperti websitenya","2"
"2019-10-30 08:47:41","1","Bisa beli sama lht review seputar perskin csre an dan per make up an. Bukan cmn skin care, hair care juga. Di jamin barang ori dan merk² nya lengkap 😉","5"
"2019-10-29 02:29:11","1","Hampir semua produk kecantikan disini terlengkap, terpercaya, dan terupdate terus sering pula dapet potongan harga. So recomended !","5"
"2019-10-28 21:45:54","1","A good app for anyone who interest in skincare or make up things","4"
"2019-10-28 14:39:18","1","Membantu sekali dalam pemilihan skincare, seputar kecantikan, dan mempermudah pembelian produk-produk kecantikan dan aplikasi terpercaya dalam hal kecantikan. selalu memberikan potongan harga yang memikat hati wanita tentunya","5"
"2019-10-24 20:55:23","0","Suka, lengkap produknya, tapi ya gitu kalo pesan gk ketauan barangnya udh sampe mana, terus pas buka agak lama:( tadi baru ja update paling minggu depan update lagi kayanya ni'-'","3"
"2019-10-24 15:13:35","1","Bagusss bagt . Barng ori","5"
"2019-10-16 16:58:50","1","Sociolla adalah aplikasi yg sangat recommended. Isi berkualitas, produk original dan cocok Banget ni buat para female","5"
"2019-10-16 08:56:08","1","Baru mengenal soco ngk lama, suka sekali dengan aplikasi ini karena bisa belanja dengan hati puas krn keaslian produk terjamin, banyak diskon dan promosi. Bye2 galau bayar mahal tapi ragu akan keaslian produk. Thanks.","5"
"2019-10-09 03:30:11","1","Aplikasi yg bagus untuk beli kebutuhan skincare","5"
"2019-10-08 09:57:31","1","Dengan soco gue bisa update make up setiap hari keren aplikasinya juara dehhh","5"
"2019-10-07 07:37:37","1","trusted banget. ori barangnya. gampang bgt gunain appsnya untuk belanja. sering2 ngasih voucher ya","4"
"2019-10-07 04:48:28","1","Aplikasi cocok banget buat kamu yang suka dunia skin care","5"
"2019-10-05 14:50:01","1","Membantu aku banget yang lagi belajar merawat diri lebih baik lagi dan menjadi smart memilih produk yang aman","5"
"2019-10-05 07:08:04","1","Soco menjual barang yg ori, saya suka menggunakan soco untuk membeli semua skincare saya dengan Harga yg sering diskon dan sering gratis ongkir keseluruh indonesia, terimakasih soco","5"
"2019-10-04 23:01:45","1","Membantu sekali dalam pemilihan skin care, seputar kecantikan, dan mempermudah pembelian produk-produk kecantikan. Sekaligus aplikasi terpercaya dalam hal kecantikan. Selalu memberikan prlayanan terbaik untuk pelanggannya, seperti pemberian potongan harha yang memikat hati wanita tentunya. Terima kasih Sociolla!","5"
"2019-10-04 21:59:38","1","Olshop terlengkap 👍","5"
"2019-10-04 08:36:15","1","Aplikasi market place kecantikan terpopuler,lengkap dengan review, mudah dipahami","5"
"2019-10-03 17:45:25","1","Sociolla membantu banget dalam hal membeli skincare dan make up. Nggak usah takut kw. Dijamin ori","5"
"2019-10-03 15:32:17","1","Sudah terlalu sering beli disini sihh kalo pas ada diskin produk2 yg sering aku pake...","5"
"2019-10-03 07:38:36","1","Suka banget belanja disoco, barangnya semua ori dan cara pemesanannya sangat praktis. Tapi sayang apk ini sering banget minta update padahal blm ada seminggu sdh minta update lagi wkwk","5"
"2019-10-02 20:08:52","1","Selama berbelanja di sociolla ga pernah deh kecewa sama produk2nya, semua dijamin ori👌. Iyaa c terkadang ada keterlambatandi pengiriman, tp its ok selama produk yg aku order sampai ke rumah dgn selamat😘❤. Huhu😭😭😭..suami bilang katanya aku udah kecanduan belanja online","5"
"2019-10-01 22:05:18","1","Aplikasi yang sangat membantu dalam mencari produk kecantikan dengan harga bersahabat","5"
"2019-09-30 12:49:34","1","Lengkap dan original semenarik itu isi dari aplikasinya banyak juga artikel menarik ilaffyouuuuu somuch so.co!!!!!","5"
"2019-09-28 04:41:06","1","Suka bangett belanja di Sociolla! Produknya dijamin 100% Original. Seneng banget pas udah tau ada aplikasinya walaupun masih Beta version","4"
"2019-09-27 17:24:21","1","Bermanfaat sekali untuk para wanita untuk membeli skincare ataupun make up yang original dan berkualitas. Thank u soco🖤","5"
"2019-09-24 15:42:03","1","Banyak diskonnya. Tapi karena belum beli baru liat liat catalogny aja saya kasi bintang 4. Btw lain kali brand lokal banyakin ya soco karena masih byk brand lokal diluar sana yg belum tersedia di aplikasi dan coba lain kali ngadain share in jar produk highend kayanya bikin tertarik para member deh.","4"
"2019-09-24 11:18:32","1","Aplikasinya bagus buat referensi"" makeup dan skincare","5"
"2019-09-22 14:38:09","1","Aplikasi yang bagus untuk pemula pemakai skincare👍👍","5"
"2019-09-21 11:43:03","1","beli produk make up, skincare, atau yang lain di sociolla emang ga mengecewakan sih. Produk nya asli semua, cepet juga pengiriman nya ke jakarta cuma 2-3 hari gitu, terus juga di app ini banyak informasi ttg kesehatan dan kecantikan yang sangat membantu. Pokoknya emang the best deh soco","5"
"2019-09-20 19:08:09","1","Suka banget dan emang selalu beli produk skincare di sociolla","5"
"2019-09-20 10:24:39","1","Aplikasinya bagus, ngebantu banget buat cari rekomendasi produk2 kosmetik, banyak tips kecantikan dan promo2 menarik","4"
"2019-09-16 18:06:33","1","Memudahkan untuk yg mau coba beli skincare korea atau dlm negeri. Disc ny pun ga kalah menarik :)","5"
"2019-09-16 11:54:09","1","Aplikasi bagus untuk belanja skin care, produknya ori, dan mudah digunakan","5"
"2019-09-15 18:48:18","1","Original","5"
"2019-09-15 04:11:12","1","sudah berkali2 beli disini, ga pernah ngecewain, produk dijamin ori. sukaaaa","5"
"2019-09-14 13:39:40","1","Lebih perbanyak produknya","4"
"2019-09-14 07:29:12","1","Suka barangnya ori... Diskontnya harus lebih banyak lagi yah","5"
"2019-09-08 13:41:23","1","Senang berbelanja di SOCO karena produknya ORI, sering kasih diskonan dan free ongkir. 👍👍👍","4"
"2019-09-07 12:26:45","1","Bagus. Tambahin lagi dong brand""nya :)","5"
"2019-09-06 16:58:35","1","dijaminn ori","5"
"2019-08-26 15:28:23","-1","Bnyak produk yang kosong, search nya keseluruhan, seharusnya waktu buka merek a bisa search lebih spesifik. Gak banget aplikasinya","1"
"2019-08-25 07:36:36","1","Pertama kali belanja sampai skrg msih cinta sma SOCO, produknya ori.. dan ada gratis ongkirnya juga... plus discount bertaburan hampir di semua merk produk. Mau cari referensi produk pun bisa dari baca2 comment buyer. oh ya, Ada voucher juga. Pokoknya suka .. praktis, cepat, aman dan produk dijamin ori.","5"
"2019-07-31 22:39:27","1","oke lengkap gtu aja si","5"
"2019-07-31 19:07:42","1","semua ada!!","5"
"2019-07-31 08:01:58","1","Keren. membantu memilih barang Dan ori","5"
"2019-07-17 17:10:06","1","suka banget beli disini semua Guaranted Ori+ sering banget promo bebas ongkir","5"
"2019-07-13 19:28:01","1","belanja make up dan skincare teraman dan terpercaya 😍 gak takut barang kw disini semua ori","5"
"2019-07-13 01:19:46","1","produk original","5"
"2019-07-06 06:22:39","1","Good Product & Many Sale","5"
"2019-07-01 14:24:00","1","super lengkap, user friendly dan super murah karna banyak promonya","4"
"2019-06-26 13:26:12","-1","produkny gak lengkap kaya di web","2"
"2019-06-25 17:20:26","1","kosmetik Korea ORI & banyak diskon . salam cantik !","5"
"2019-05-24 12:02:47","1","aplikasi terpercaya original produknya","5"
"2019-05-24 12:02:34","1","blanja make up ori jd mudah","5"
"2019-05-01 20:03:47","1","gak nyesel unduh soco. pilihan makeupnya lengkap.","5"
"2019-04-29 14:54:00","1","aplikasi bagus&lengkap nih untuk istri belanja produk cosmetik,,,","5"
"2019-04-29 11:51:59","1","sukaaak deh ada apL ini memudahkan kita cari kosmetik ori dg harga yg bersaing.....thank sociolla","5"
"2019-04-29 10:46:37","1","seneng deh ada aplikasi ini, memudahkan bngt buat aku cari produk skincare yg unggulan","5"
"2019-04-29 10:32:23","1","Skincare yg Aman dan bagus buat kulit wajah kita,harga standar gk kalah sm Brand yg lainnya...sukses trus Buat Sociolla👍","5"
"2019-04-29 07:30:24","1","aplikasi belanja cosmetik dan skincare online yg bagus banget .tidak perlu lagi ke luar rumah untuk belanja.","5"
"2019-04-29 07:30:22","1","aplikasi belanja kosmetik dan skincare online yang bagus bnget, gk perlu lg kluar rumah unk belanja, thank you sociolla","5"
"2019-04-28 23:17:23","1","bagus aplikasinya, ngebantu bgt buat aku utk belanja kosmetik jd ga perlu browser2 lg . thank you sociolla 💋💋💋","5"
"2019-04-28 23:07:13","1","Mempermudah aku dalam membeli skin care, gk perlu repot"" keluar rumah. Dan sangat suka sekali dengan produk dari sociolla","5"
"2019-04-28 16:56:53","1","Aplikasinya lumayan...produknya bagus bagus...","5"
"2019-04-28 16:45:29","1","suka banget sama aplikasinya... produk yang di tawarkan berkualitas tinggi. gak nyesel deh","5"
"2019-04-28 09:59:00","1","recomend buat yang lagi nyari cosmetic dan skincare original 100% cakep","5"
"2019-04-28 09:31:57","1","belanja di sociolla murah2 banyak diskon dan dijamin ori. pokoknya klo belanja makeup enakan disini deh","5"
"2019-04-28 08:54:52","1","Yeyy akhirnya SOCO App, tempat belanja nyaman dan aman buat belanja cosmetics karna semua product nya original .","5"
"2019-04-28 08:03:21","1","sejak skincare korea hype,harus selalu jastip dan agak ragu.sekarang tinggal download SOCO aplikasi ini,skincare yang susah didapat di drugstore DISINI ADAAAA! online shop trusted,produknya asli,banyak diskon,dan pengirimannya cepet.Ah mantul sih!!!","5"
"2019-04-28 07:06:32","1","di sociolla makin mudah dan hemat belanja kosmetik dijamin ori 👍👍👍","5"
"2019-04-28 05:43:03","1","sangat recommended dan memudahkan belanja tanpa takut kosmetik palsu, dijamin original bukan kaleng kaleng dah 👍","5"
"2019-04-28 01:59:33","1","belanja mudah harga murah barang nya juga mewah","5"
"2019-04-27 22:05:59","1","Belanja oneline kosmetik terlengkap dan sudah BPOM banyak diskonnya lagi😁","5"
"2019-04-27 22:00:27","1","Apps yang membantu banget utk mencari kebutuhan kosmetik, komplit dan langsung bisa membeli tanpa harus keluar rumah","5"
"2019-04-27 21:41:02","1","Gampng bgt skrg cari skin care gk usah jauh2 ke luar rumah tinggl klik aja,aplikasiya ngebantu bgt buat aku yg sibuk dan gk sempet keluar buat cari2 skin care 😍 thanks soco by sociolla 😘😘","5"
"2019-04-27 21:33:30","1","Aplikasi nya Stabil dan bagus.. sangat membantu cari kebutuhan perawatan kecantikan dan lebih muda mencari & membeli prodak kosmetik yg kt mau.","5"
"2019-04-27 08:38:18","1","sangat membantu buat kalian yang masih asing sama skincare dan makeup","5"
"2019-04-27 07:23:14","1","menarik lengkap","5"
"2019-04-24 00:31:11","1","belanja make up sama skincare ori harga bersaing ya di sini..di Sociolla!","5"
"2019-04-20 15:58:46","1","belanja jadi mudah dan dijamin ori...","5"
