"At","Sentimen","Review","Bintang"
"2020-10-02 11:03:32","1","Ini pertama kali nya belanja di aplikasi sociolla dah bikin puas. Rapi dan cepat. Yang awalnya ragu skrg dah love bnget sm Sociolla. 😍","5"
"2020-10-02 10:12:57","1","Good.. banyak promo... gratis ongkir... luvv bgt sama sociolla","5"
"2020-09-30 19:07:39","0","Produk si kalau menurut aku udh bagus dan lumayan lengkap cuma yg bikin kecewa itu sm kurir pengirimannya. Karna tiap kali pesen kurirnya th suka nunda"" utk pengirimannya. Emank si estimasi penerimaan barang 1 minggu cuma ia masa harus nggu 1 mnggu dulu, bukannya pengiriman cepat lebih baik, itu jd nilai plusnya. Karna untuk produk yg tawarkan qlo menurut aku udah ori tp qlo kurir pengirimannya lelet dan brngnya lama bkin kecewa.","3"
"2020-09-29 20:31:49","1","Banyakin diskon/event🥺 hyung. Nyaman banget belanja di sociolla","5"
"2020-09-29 14:34:25","1","Bagus banget aplikasinya, kalo sale sering kasih kode buat belanja! Apalagi ditambah freeong itu menurut aku waw bgt terimakasih Sociolla! Lumayan bgt ongkir ke Jogja soalnya lumayan, oh iya kalian bisa juga ikutin event event sociolly ya. Jadi yuk dwonload aplikasinya sekarang!😋✨","5"
"2020-09-29 12:14:56","1","Pernah beli disini, paket aman tp ga dianter ke lokasi","4"
"2020-09-28 21:40:15","1","Terbaik. Nomor 1 dihatiku. Lengkap. Sering diskon. Gak ribet","5"
"2020-09-28 15:03:10","1","Rata2 aku liat ulasannya pada ga bagus ya. Alhamdulillah udah belanja ke 8 kalinya disini ga pernah ada masalah, malah puas bangetttt. Produknya original, walaupun memang harganya diatas rata2 online shop kebanyakan ya. Dan juga sering ada diskon ,jadi kalo beli banyak produk lumayan murah itungannya. Untuk pelayanan dari cs sampe dengan pengiriman semuanya baikk. Malah jasa pengiriman yang di pake sociolla, lebih cepet bangett ketimbang jne atau jnt. Overall puas belanja disini.","5"
"2020-09-26 16:38:13","1","Pls sociolla sering2in voucher2 25rb dan berbagai diskon lainnya","5"
"2020-09-26 11:36:18","1","Pengiriman cepat, aman, terpecaya. Recommended sekali si ini. ❤️❤️❤️","5"
"2020-09-25 19:43:30","-1","Barang yg dateng cuma 1. Katanya di refund tapi gajelas gimana refund nya. Email belum dibales, jdi ga mau lagi belanja disini. Ribet iya rugi iya uang belum kembali dari tgl 10😭","1"
"2020-09-25 13:53:40","0","Kecewa banget,, udah order banyak ,,lama nunggu tiba"" dapat kabar kalo barang kosong dan akhirnya minta refund 6 september 2020 tadi,, eeh ini sudah tgl 11 september 2020 uangnya belum ada ditransfer... Kesel banget dah..","3"
"2020-09-25 11:48:18","1","Sangat membantu, dan cocok untuk di rekomendasikan ke temen 😍","5"
"2020-09-25 11:36:01","-1","KECEWA PARAH SAMA KURIR. berkali kali order di sociolla baru kali ini dapet kurir beda. Beda kalo sopan gapapa. Posisinya saya baru mau mandi udah lepas baju kurirnya dateng. Ya saya pake dululah baju saya masa iya nemuin kurir pake handuk. Kurir nya ketok pintu rumah kasar,. Yang lebih parah pintu garasi saya di gedor gedor. Sampe anak anak kecil yang main didepan rumah saya bilang ke saya takut. Sampe tetangga saya embah embah nanya itu tadi siapa dikiranya rentenir nagih utang. PARAH GA SOPAN","1"
"2020-09-21 15:31:11","-1","Pengemasan sama pengiriman lama bnget nyesel beli disini. Lebih baik ditoko oren ijo aja deh. App sama pelayanannya belum siap","1"
"2020-09-18 15:56:22","-1","Ga lagi deh belanja lewat e commerce ini. Pelayanannya kurang terus barang nya kosong harus refund nunggunya dr akhir agustus sampai skrg.","1"
"2020-09-17 22:51:09","-1","Kecewa banget asli, beli skincare 2 bundle itu produknya beda. Eh pasangan yg satunya ga dikirim dan ga ada konfirmasi. Orderan kedua 2, lama banget proses pengirimannya. Udah gitu tau² diemail stok ada yg kosong, Proses refund juga sangat lama.","1"
"2020-09-12 10:06:37","1","Banyak promo","5"
"2020-09-10 15:22:39","-1","Tolong kerjasama sama pengantaran jasa barang yang terpercaya, gue tau ini bukan salah soco, tapi pengantaran nya tu lama banget astaga :( pliss lahhh kerjasama tu sama jne jte hadehh","1"
"2020-09-09 19:34:35","1","untuk pengalaman pertama beli di sini ada barang yang kosong, padahal kalo kosong seharusnya tidak bisa chekout , tapi barang yang lain sampai aman gak ada kerusakan dan yang pasti ori, dan saat saya email untuk refund di tanggap dengan cepat dan baik, uang refund juga sudah di terima, app ini juga bagus buat lihat review barang dan sharring juga, overall bagus cuman mungkin bisa ditingkatin.","5"
"2020-09-05 20:12:08","-1","aplikasi biasa aja kadang suka lemot pas loading. Ketika belanja barang suka ga update, pas udh bayar ternyata barang abis dan PROSES REFUNDNYA LAMA BGTTTT. jangan harap kalo kek gini terus bisa bersaing ama shopee dan tokopedia yang prosesnya lebih cepat dan harga yg bisa bersaing💅","1"
"2020-09-02 18:30:25","-1","Aplikasinya jelek, orderan ga dateng2, gmn ini","1"
"2020-09-01 16:43:47","1","Banyak promonya, dan insyaAlloh percaya sih belanja disini, soalnya trusted 🤗","5"
"2020-08-30 23:13:19","1","Selama belanja si aman2 aja. Liat review yg lain agak kaget. Krna aku pesen sehari sampe dan gak pernah ada kendala. Pokok e keren lah.","5"
"2020-08-30 17:18:27","-1","Udah mesen barangnya tinggal nunggu barang sampai, tiba2 direfund katanya stock habis. Gk professional banget, kalau habis kn harusnya ya dari awal diomongin stocknya kosong jadi gk bisa dibeli.. Dah seneng2 tinggal nunggu barang yang mau dicoba","1"
"2020-08-29 15:49:58","1","Semoga kedepannya app soco jadi lebih baguss dan bisa lebih gampang buat tracking paket kita seperti ngecek pakentnya sudah sampe dimana dsb.","4"
"2020-08-29 05:58:41","-1","Saya ko beli 3 produk, yg dikirim cuma 2,nah yg satu lagi kapan dikirim nya, udah lewat seminggu","1"
"2020-08-28 12:44:44","1","Lengkap jos suka sekali pelayanan sama respon dari cs nya","5"
"2020-08-28 11:49:50","0","Jd ceritanya aku ada kendala dmn orderanku ga nyampe pdhl udh 10hari+. Cs di chat gabisa kasih kepastian. Akhirnya aku minta refund dan udh balik duitnya. Sempet rame jg di instagram soco kalo banyak yg MINTA REFUND malah cuman diganti VOUCHER. Sempet takut jg, tp ternyata duitku balik. Itu jadi pengalaman pertama dan terakhir aku belanja disini. Gaakan pernah saranin circle ku buat checkout disini, takut kejadian yg lebih buruk menimpa mereka. Rating di sini kmrn cuma bintang 1 & ak janji ubah.","3"
"2020-08-23 10:05:57","-1","Order dari kemarin udah bayar juga lewat bank transfer malah di cancelled dr sana sampai sekarang di hubungi lewat email juga ngga dibales tolong ya kalo ngga dikirim barang saya uang saya dikembalikan sampe sekarang belum dapet balesan nyesel banget belanja disini","1"
"2020-08-22 10:34:51","0","Tolong dong pengiriman (free ongkirnya) jangan wahana😭 lama bangett pengirimannya, aku pesen dari tanggal 17 agustus sampe sekarang tanggal 22 agustus masih ngestuck aja barangnya😭😭","3"
"2020-08-21 15:33:21","-1","Ga recommended bgt belanja di refund ke voucher duit di ganti kupon ga lucu bgt asli. Noh saingan mulai nongol aplikasi LAMIDA cewe2 setidaknya ga jadi voucher kalau di refund.","1"
"2020-08-19 11:50:54","-1","Sudah 11 kali order disini. Pesanan ke 11 di cancel karena barang habis, tapi waku di cek di webnya barangnya masih ada tapi harga normal. Hahha lucu banget. Masih mencoba khusnudzon. Pengembalian dana dari tgl 2 Agustus sampai sekarang 19 Agustus belum ada. Padahal batas nunggunya sampai 18 Agustus. Pikir 10X kalau mau pesan disini meskipun sudah sering belanja disini, merusak loyalitas konsumen","1"
"2020-08-16 16:52:06","-1","Saya kemarin membeli beberapa produk di sociolla. Saya sudah membayar melalui OVO, dan saldo saya sudah terpotong. Namun pada aplikasi sociolla, pada bagian ""my order"" tidak terdapat riawayat belanjaan saya tsb. Mohon informasinya, karena sampai hr ini saya tidak dapat melihat proses pembelian saya tsb (seperti tidak perna terjadi transaksi, padahal saya sudah membayar dan saldo saya sudah terpotong)","1"
"2020-08-12 18:42:30","-1","Uninstall byeeee. Gue sumbang 17k. Heran barang abis kok dijual. Niat nipu.","1"
"2020-08-12 14:30:13","-1","Pertama x blj sdh ga beres, pesanan di cancel. tp uang dikembalikan pke voc. emgnya pas beli g pke duit. Hati2 aja mau blj disini, mikir 1000x. not recommended. abal abal 😈😈😈😈😈","1"
"2020-08-12 05:23:09","-1","Jangan belanja disini,, 1. Kita gatau stock barang ada apa engga, karena bisa di order dan melakukan pembayaran, 2. Refund berupa voucher dan nominal ga sesuai. 3. Stock kosong di pajang di flashsale, akhirnya dram refund berupa voucher 4. CS slow responnnnnn","1"
"2020-08-11 18:53:58","-1","BURUK. KESALAHAN DI PIHAK SOCIOLLA AJA REFUND BENTUK VOUCHER. E COMMERCE LAIN AJA KALO KESALAHAN HARGA REFUND BALIK KAGA PAKE VOUCHER. MINIMAL 10 RIBU DIJABANIN. MALAH DAPET VOUCHER PERMINTAAN MAAF. INI SEKELAS SOCIOLLA REFUND BENTUK VOUCHER. KECEWA","1"
"2020-08-10 23:32:25","-1","AKU BELANJA BARANG FLASH SALE TERUS KATANYA STOCK HABIS, DI APP MASIH TERSEDIA LOH DAN BISA DI CO JUGA, BUT IT'S OKE SAMPAI SINI SAYA GA MASALAH KARNA DI EMAIL DIBILANG MAU DI REFUND KE REKENING DAN DI SURUH ISI NO REKENING. BESOKNYA DI BALES LG KALO BAKAL DI REFUND PAKE VOUCHER. HELLO PLEASE YA SOCO JANGAN NGADA2. INI NAMANYA PEMAKSAAN DIMANA KAMI HARUS BELANJA DI SOCO LAGI !!! 3 PAKET LOH INI BERARTI 3 VOUCHER GITU DISURUH BELANJA 3X ? SAYA MAUNYA UANG SAYA DI TRF YAA!!! PLEASE JANGAN SEMENA2","1"
"2020-08-10 13:54:06","-1","JANGAN DONLOT SOCO, dahlah males NANTI KALIAN KALAU TRANSAKSI TERNYATA BARANG KOSONG DIBALIKIN PAKE VOUCHER SURUH BELANJA DI TOKONYA LAGI BUKAN REFUND UANG. Nyesel nanti, penipuan ini sih. Ga profesional bgt apalgi flash sale flash sale upil lah 😑","1"
"2020-08-10 11:27:07","-1","Gaa usah diinstal nih aplikasi mending di uninstal aja. Aplikasi buruk balikin dana refund aja berbelit2.. Balikinya pake vocher lagi. Sumpah aplikasi sampah banget ini. Kalo ga mampu bikin aplikasi yg memberikan kenyamanan sma customer mending ditutup aplikasinya bikin aplikasi game aja bos.. Respon kok bodoh sekali ga aplikasi sebelah kalo barang ga ada dana refund langsung balik, ini nunggu 7 hari kerja dan stlah 7 hari mana itikad baiknya. Gaa ada kan, owner nya nih kayanya otaknya sebelah.","1"
"2020-08-10 09:49:19","-1","Barang yang dipesan 4 dan dikirim hanya 2 , ternyata kosong,uang udah saya transfer 339 ribu dan soco point' 70 ribu,mohon secepatnya pengembalian uang saya.","1"
"2020-08-09 17:52:41","-1","Pelayanan burukkk","2"
"2020-08-06 05:54:59","1","Banyak diskon, sayang jamnya jaraknya jauh2 :"""")","5"
"2020-08-05 09:16:42","-1","Very poor customer service and highly not recommended to buy things here. Beli barang yang termyata sudah habis, saya minta refund dong. Refund detail sudah dikirim dr 13 July dan diminta menunggu prosesnya 10 hari kerja. Giliran saya follow up lg emailnya, sampai sekarang belum dibalas dan belum jg di refund uang saya. Email followup ke cs tidak dibalas2, di call tidak bisa, diline disuruh email ke cs.","1"
"2020-08-03 22:38:44","-1","Banyak sekali ya riview tidak memuaskannya. Baru ngalamin ini barang ga dikirim2.. baru juga kirim email ke CS kita liat deh respon nya bagaimana, Jadi sedikit nyesel belanja disini.","2"
"2020-08-03 17:38:16","0","Pengiriman nya lamaaa bgt parahnya masa ada keterangan Rumah kosong atau tdk dihuni pdhl jelas2 itu alamat toko buka dr pagi smp tengah malam.","3"
"2020-07-29 12:14:52","-1","Pengiriman lama, ga jelas status trackingnya, respon cs jg lama Ga recomended👎👎","1"
"2020-07-27 19:03:20","-1","Tolong dong REFUND uang saya sejak 12 Juli, saya belanja dari tgl 26 Juni, udah hampir 1 bulan duit saya belum balik balik. Kapok saya sama sociolla","1"
"2020-07-22 15:58:05","-1","Saya udah bbrp kali beli disociolla. Terakhir sy beli mengecewakan. Sy beli 4 produk dan sy tunggu bbrp hari gak dikirim2 trs dpt info klo barangnya kosong, jd sy minta refund. Dan saya beli ulang barang yg lain, tbtb dapat info kalo brg sebelumnya restock, tanpa ada persetujuan dr saya dulu. Jadinya saya malah beli 2 paket. Pengiriman juga lama banget. Mending pake ekspedisi yg biasa aja lah. Drpd nyusahin kelamaan gini.","2"
"2020-07-22 10:17:44","-1","sistem pengecekan barang sangat buruk,layanan customer service yang sangat lama dengan ketidakjelasan sistem jadi informasi yang diberikan tumpang tindih,proses konfirmasi diulang ulang dengan informasi yang salah.","1"
"2020-07-21 09:35:49","1","Di email dibalas maksimal 1x24 jam tp sudah 2 hari ga ada konfirmasi lagi","4"
"2020-07-20 08:35:06","-1","Sangat mengecewakan, stock disitus bisa saja tidak update. Jadi walupun kalian sudah pesan dan bayar belum tentu dapat barang nya. Proses refund nya pun sangat lama. Ini saya sudah 11 hari belum kembali uangnya. Fokus di offlinenya aja dehh.","1"
"2020-07-15 14:08:51","-1","orderan dr tggl 8 sampe skg blm sampe orderan saya di revisi Mulu , cs line di tanya bolak balik doang di komplain juga ga ada jawaban","1"
"2020-07-14 20:07:57","-1","Aplikasi ngak jelas Udah dibeli, dibayar, dibilang stok kosong Trus kenapa waktu di aplikasi stoknya tersedia!! Malas beli disini lagi","1"
"2020-07-14 20:02:46","-1","Beli produk di sociolla, sudah dibayar, ada pemberitahuan kalau produknya habis. Ya kalau habis harusnya kan tidak bisa dibeli, padahal habis sya beli produknya masih ada dan dikasih diskon Yang lain beli pas diskon barangnya ada Di saya bilang produknya kosong Kecewa","1"
"2020-07-14 00:06:43","-1","Saya belanja di sephora udah 5 hari barang ga nyampe nyampe. Mau liat resinya caranya gimana? Ini barang udah sampe mana juga gatau. Katanya udah di track order tp belum nyampe nyampe","1"
"2020-07-06 17:03:50","-1","Eroran mlulu. Sekalinya bisa order STOCK KOSONG PADAHAL UDA JELAS DIBAYAR. Itupun gak langsung diinfo ya, uda selang 3-4hari baru diinfo dan respon CS utk replay email lambat banget. Jelek sih skrg sociola. Sering kasih diskon tp kayak yg gak niat kasih diskonnya. Sering php 👎 kl emg gak bisa atur stock, tutup aja nih APP bukan memudahkan malah bikin masalah.","1"
"2020-07-03 12:50:42","-1","Berdasarkan pengalaman saya 2kali belanja disini, intinya, walaupun kalian udah bisa order dan udah bayar belum tentu barang yg sudah kalian bayarkan tsb. jadi milik pembeli. Krn katanya sih trdpt perbedaan data di stok gudangnya dgn sistem sociolla yg belum terupdate. Itu kata cs sociolla nya sendiri loh. Kalau saya sih, sptnya cukup 2kali saja belanja disini, gak lagi lagi :)","1"
"2020-06-27 17:44:36","1","kerenn pokoknya, tapi track ordernya gabisa langsung dari aplikasi yaa? biar gampang gitu hihi kayak e-commerce lain gituuu. tapi tetep keren! banyak promo yang bikin aku khilaf hehehehe","5"
"2020-06-26 10:51:48","1","Sociolla situs belanja online paling gak ribet, bebas ongkirnya juga syaratnya gampang, gak muter2, mau bebas ongkirnya dipake tiap hari juga berlaku, sesuka itu ama sociolla ampe gak pernah nglirik marketplace lain utk beli make up, skin care, hair care, body care, thanks sociolla","5"
"2020-06-20 14:45:57","0","saya suka aplikasinya, tidak tau kalau bagian packing cepat apa nggak mulai mencoba","3"
"2020-06-19 09:13:44","1","Kalo aku Suka belanja disini team y cpt tanggap bila ada masalah .mdh2an selalu jd terbaik y .","5"
"2020-06-16 17:52:43","-1","Pesen udh 3 minggu nggak di proses2. Tiba2 di email kalo barangnya kosong. Menyedihkan.","1"
"2020-06-15 19:47:13","-1","Orderan belum dikirim, barang kosong dua kali, duit refund belum dikirim, email kagak dibales, kalo gak niat ngurusin apk gausah bikin apk, sorry bintang satu aja buat pelayanannya + uninstall apknya, kecewa berat, recommend beli lewat webnya, kayak pilih kasih banget pelayanannya, email gw belum dibales jg, tolong banget di respon, gw beli pake duit bukan pake daun, alasan orderan banyak, gw coba beli lewat web malah ini duluan yg gw terima, ngelawak anda","1"
"2020-06-13 12:09:32","-1","refund lama","1"
"2020-06-08 21:42:01","1","Segitunya ya cari untung dari ongkir. Saya pikir beli make up atau skin care disini akan lebih elegan, dengan pelayanan yg oke dan cepat proses dibanding marketplace si hitam. Ternyata ngasih ongkir 2x lipat dari seharusnya. Dan ga ada konfirmasi no resi.","4"
"2020-06-07 22:52:03","-1","Web dengan stok di gudangnya ga update banget bikin customer kecewa untuk ke 2x nya orderan ke 1 di revisi karna stok kosong dan akan di refund dana yang barang kosong nya dan tiba tiba dpt email lagi untuk orderan yang revisi stoknya juga kosong hadeh gimana sih min kocak bgt ya seharusnya di keep dulu barangnya untk orderan yg sebelumnya kan itu bukan di cancel tapi cuma di refund doang yg barang kosongnya seharusnya disiapkan dulu min udh nunggu 1 minggu dapet info kosong lagi gimana g kesel","1"
"2020-06-04 15:28:05","1","Alhamdulillah selama belanja di sociola belum pernah dikecewakan, pelayanannya bagus. Tapi Kenapa akhir2 ini save product tidak muncul yaa di aplikasi ? Mohon di perbaiki aplikasinya.","4"
"2020-06-04 15:23:43","-1","Ngasih bintang satu pun enggan rasanya, sayang sekali punya kurir kok ga sopan mengecewakan sekali dan ga ada niatan buat belanja disini lagi sangat sangat mengecewakan kurirnya. Otw report kurirnya:)","1"
"2020-06-03 14:08:14","-1","sekarang kok gratis ongkirnya buat diatas 250k😭😭😭😭😭, setidaknya gabisakan kurangin nominal minimal nyaaaa, kasian bgt ini yg di kalimantan harga ongkir 2× lipat harga barang yg mau dibeli","1"
"2020-06-02 17:58:36","-1","Bagus belanja di sini tapi packing nya tidak rapih apalagi kalau belanja barang nya mudah pecah dan jasa pengiriman nya selalu berubah ubah","2"
"2020-05-29 18:32:54","-1","Parah sih pengiriman barangnya pesen dari sebelum lebaran niat nya mau d pake pas hari lebaran sama istri, ini baru nyampe seminggu setelah lebaran. Giliran bayar di minta cepet pas ngirim lama.","1"
"2020-05-27 23:13:10","-1","Baru pertama beli udah dibayar eh besoknya baru konfirmasi barang ada yg kosong. Terus ditanya mau Refund total atau yg kosong aja, drpd kecewa minta refund total. Terus dibilang refund nya 7-10 hari, udah kadung kecewa, kesalahan bukan dr pembeli juga refund nya lama banget. Intinya kecewa. Tambah kecewa karna ini servernya nggak diupdate atau gimana ya? Kok mau buka aja luamanyaaaaaaaaaa butuh waktu 5 menit, dr jam 9 sampe jam 11 ak beli 5 item aja nggak bisa2 akhirnya nggak kebagian barangnya","1"
"2020-05-27 17:09:33","-1","Beli Lipgloss Esqa Cosmetic di Sociolla. Barangnya sampainya lamaaaa bgt pdhal waktu itu blm ada PSBB maupun lockdown. Pengiriman sempat dilempar dari satu logistic ke logistic lain. Setelah sekian lama ditunggu, barang akhirnya sampai DALAM KEADAAN SALAH. Pesen lipgloss ukuran besar yg dikirim ukuran mini.","1"
"2020-05-18 16:32:26","1","Alhamdulilah pesenanku sampai. Order tgl 12 mei sampai tanggal 18 mei yg nganter SAP","4"
"2020-05-12 08:17:12","1","Saya suka belanja disini. Tolong ditingkatkan ya untuk jasa pengirimannya. Lebih baik customer bisa memilih sendiri jasa kirim apa yg ingin mereka gunakan. Klo pake jasa kirim yg dari sociolla kasian ketika harus ngirim paket ke daerah","4"
"2020-05-11 11:37:40","1","Admin sociolla responsif dalam menanggapi pertanyaan ♡ Syenang bisa belanja produk ori dgn banyak discount disini asal rajin mantengin aja apalagi tanggal tua ^^","5"
"2020-05-09 14:24:06","1","Bagusla costumer servicenya, kalo kita menanyakan sesuatu pasti lgsg ditanggepin ko, cuma saja kendalanya di pengirimannya","4"
"2020-05-08 01:10:29","1","Kurang banyak diskon nya dan pengiriman agak ribet","4"
"2020-05-07 10:43:34","-1","Tidak seperti app lainnya yang bisa melacak pesanan sampai mana tracknya, saya email 2x kepada pihat sosiola tentang bagaimana cara cek tracknya tapi tdk ada respon, sungguh terpaksa saya beli produck"" di sini 😑😑 , app tidak baguss sama sekali 👎👎👎👎","1"
"2020-05-06 21:22:46","1","sering"" kasih promo yaa sociolla","5"
"2020-05-06 20:28:07","1","still fine for me. thank you for making this app, shopping make up is easier and faster now.","5"
"2020-05-05 22:31:10","1","Tolong tambahkan pembayaran lewat dana apk","4"
"2020-05-05 12:32:30","0","Tidak bisa memilih jasa pengiriman.","3"
"2020-04-25 19:05:08","1","Pesanan aku udah sampe setelah dpt konfirm dari DM di Sociolla, makasih ya,, mantap😊👍🏻","5"
"2020-04-24 22:18:51","-1","Tolong banget deh ya. Metode pembayaran agak susah & tidak bisa lanjut. Dapet email aja gak, suruh bayar iya. Kelanjutannya gak tau gimana. Aplikasi kacau. 👎👎👎","1"
"2020-04-24 10:12:56","-1","Tolong proses refund pesanan saya no pesanan JEQDFXDLG. hampir sebulan tidak ada konfirmasi kapan mau di trnsfer, email saya tidak pernah dibalas.saya sangat kecewa dengan sociolla untuk pesanan kali ini.tolong di respon email saya","1"
"2020-04-23 13:18:58","-1","ini review saya tekait sociolla, saya gak tahu ada hambatan apa sehingga proses refund uang saya berbelit-belit dan memakan waktu yang lama. Dan Konfrimasi pembayaran juga sangat memakan waktu. Mohon diperbaiki sistem kerja Sociolla 🙏 saya salah satu konsumen yang telah kecewa.","1"
"2020-04-17 23:12:39","-1","Parrrraaaahhhh...... Kapok pakai market place ini Jangan2 penipuan kali ya..... 14 hari ga jelas ini barang ada dimana, kemana, ga ada cs yg jelas. Untung duit ga sampai 100rb. Duh!","1"
"2020-04-13 22:19:59","0","Untuk pengiriman mungkin bisa dipercepat, saya pesan dari aplikasi sociolla agak lama sampainya.","3"
"2020-04-12 15:47:30","-1","Coba-coba beli obat jerawat disini dari sebelum jerawatnya belum nongol sampe kening bengkak kaya siluman babi sampe sekarang jerawat udah kempes belum dateng juga. .untung nyobanya yg murah dulu coba langsung beli yg mahal mati bediri bisa2..ga lagi2 belanja disini.","1"
"2020-04-07 09:01:46","-1","Pertama kali belanja disini uda kecewa. Lama bgt pengirimannya, ga sesuai sama yang dijanjikan. Pesanan ga bisa dilacak. Respon cs lambat.","1"
