"At","Sentimen","Review","Bintang"
"2020-05-06 06:15:29","-1","produk yg baru saya beli, banyakkk tapi malah gak muncul di recently bought, jadinya sy gak bisa review. gak niat ngasih soco point buat review kali ya?! udah ckba lewat google chrome hp, lwat PC ttp aja sama. gak muncul. udh krim aduam ke email mlah blsannya gak jelas. lama"" makin jelek mo websitenya sma apknya. pdhal sy udh fab clique. tpi mlah lebih lama lbh parah erornya.","1"
"2020-05-06 05:16:21","-1","Belum apa apa minta apdet terus uninstal deh maaf.","1"
"2020-05-06 04:11:15","0","Saya kurang suka karena sedikit sedikit minta di perbarui applikasinya. Jadi ribet banget .","3"
"2020-05-06 00:58:53","1","Bagus juga sih..tapi kebanyak update mulu apk nya","4"
"2020-05-05 08:22:16","-1","Kok sering ilang/nutup lagi pas mo buka...udah buka bentar tiba2 ngilang..gituuu terus","2"
"2020-05-03 19:19:46","1","Sebelum diupgrade apknya ga kenapa-kenapa belum ada kendala, tapi kenapa pas diupgrade jadi sering keluar dari apk nya ya? Terus pas mau upload gambar kok ga bisa ya?? Saya mau ngerivew jadi ga bisa😭 Tolong di perbaiki ya.... Terimakasih😊😊😊","4"
"2020-05-03 13:36:40","1","Kemarin kemarin applikasinya gak ada masalah .. tapi hari ini aku udh coba berkali2 sampe puluham kali sampe udh ku uninstall dan install lagi tapi hasilnya tetap sama terhenti terus aplikasinya ... padahal mau beli kebutuhan skincare yang udh habis 😭😭😫😭 coba difollow up itu knp yah aplikasinya bermasalah","5"
"2020-05-03 04:51:51","-1","Ini kenapa yaa kok akhir akhir ini eror terus? Setiap klik ""shop"" aplikasi keluar sendiri dan itu terus kayak gitu setiap dilakuin berulang kali, sampe di uninstall dulu. Setelah itu bisa tapi gak lama gitu lagi. Tolong yaaa diperbaiki. Awalnya fine fine aja loo gak pernah ada masalah","2"
"2020-05-02 16:19:51","-1","Ko aku tiap buka review nya error terus ya, dan bukan buka review ajasih, suka error terus kalo buka sociolla:((","1"
"2020-05-02 15:57:27","-1","Baru buka app-nya dan klik shop, aplikasi nutup sendiri... Begitu terus. Padahal saya buka aplikasinya bukan di jam promo atau diskon produk. Aplikasi belanja yg lain aman-aman aja dibuka, yg ini susah banget. Tolong perbaiki","1"
"2020-04-29 14:08:51","0","Ga bisa masukin review ini gmn","3"
"2020-04-28 10:26:22","-1","Aplikasinya lemot sekali ya :( nanti saya download lagi, kl sudah tidak lemot saya ubah penilaiannya. Thnks","2"
"2020-04-28 07:43:34","-1","super lelet huhu syedihhh","1"
"2020-04-23 15:28:20","-1","Kok tidak bisa reset password?","2"
"2020-04-22 11:52:05","-1","Ribet nge login nya","1"
"2020-04-17 15:58:55","-1","Org belanja dipersulit bgt sama login. Aneh bikin kesel. Kalo bisa kasih bintang 0 gue kasih dah","1"
"2020-04-15 22:55:08","-1","Maaf, ini saya sebenarnya kurang tahu kendalanya dimana, tapi first impression aku pakai aplikasi ini cukup mengecewakan yah, waktu aku memasuki suatu brand, loadingnya tuh lama banget, awalnya saya kira mungkin wi-fi saya bermasalah tapi setelah di reset, keluarga saya ga mengalami masalah dalam jaringan, justru jaringannya lebih baik, tapi kok di apk ini masih loading lama banget gitu, ini saya masih nungguin. Saya sudah coba pakai datapun tetap tidak berfungsi. Sekian dan terimakasih","2"
"2020-04-15 18:30:43","-1","Knpa saya mau edit profile tanggal lahirnya tidak bisa di klik selalu error?? Dan kalo mau search barang yang mau di beli selalu tidak muncull. Dan error terus padahal kuotaa masihh lancarr","2"
"2020-04-14 19:52:59","0","Min tolonh dong aplikasinya upgrade lagi biar ngerasain sama kayak di web. soalnya kadang di aplikasi beda sama yg di web","3"
"2020-04-13 11:48:23","-1","Kenapa buka aplikasi ini selalu error, keluar sendiri, selalu minta refresh, minta update terus. Padahal lebih enak belanja disini drpd di aplikasi sebelah karena barangnya ori dan brandnya lengkap. Tolong soco perbaiki lagi kinerja aplikasi nya, atau bikin aplikasi belanja khusus untuk sociolla saja tidak usah digabung dengan journal dan lain2","2"
"2020-04-12 01:47:32","-1","Error terus.","2"
"2020-04-10 13:32:55","-1","aplikasi kok tulisannya error connection teruusss, gak jelas","1"
"2020-04-09 12:38:29","0","Mohon ditingkatkan lagi sistemnya, karena di aplikasi dengan yang di website berbeda. Untuk penghapusan postingan harus direquest tapi tidak pernah terhapus. Tolong ditingkatkan kembali aplikasi SOCO ini.","3"
"2020-04-08 10:11:32","1","Bagus karena gratis ongkir.. Packingan rapi & aman + barang ori... Hanya sayang tibanya lama banget & gak bisa cek posisi barang udah dimana... Mohon aplikasinya di perbaiki agar memudahkan pembeli. Terima kasih... 😇","4"
"2020-04-08 00:02:52","-1","Aplikasi sering berhenti sendiri, mau buka review pasti eror connection, ga bisa tracking pesanan, pengiriman lama banget","1"
"2020-04-07 16:13:49","0","Kenapa aplilasinya error terus padahal koneksi udah lancar","3"
"2020-04-06 01:01:53","-1","nyesel bgt, eror trs blg nya, udh ditungguin ber minggu"" ttp aja eror, gbs buka review, gbs liat prdukk nya jg","1"
"2020-04-05 21:33:05","0","Pas awal order ok² aja eh pas yg ke 2 kalinya paketnya sudah seminggu lebih blm tau ada dmn. Tolong sistemnya di perbaiki lagi biar kita tau posisi paketnya ada dimana selebihnya sih bagus karena sering ada diskon","3"
"2020-04-05 13:24:30","1","Beli langsung di counter sociolla, gapake ribet nunggu estimasi barang dikirim. Harga diskon di counter dan appsnya sama. Dapet poin juga, tapi tolong tambahkan fitur unreshare konten user lain aja.","4"
"2020-04-05 09:07:12","0","Tolong di tingkatkan lagi dong kualitasnya ini kok selalu lemot bgt kalo loading lama sekali dan sering gagal memuat","3"
"2020-04-04 14:21:43","-1","Mau tanya dong, saya ini selalu update sociolla. Ada kendala di setiap kali saya klik menu Shop-Search Product- dan setiap kali saya klik brand yg saya cari itu gabisa liat detail review.. selalu saja Error conection ( alias ga bisa di buka ). Ini sungguh menjengkelkan dn Ribet untuk di gunakan sebagai apalikasi shopping. Jaringan saya oke untuk semua aplikasi tapi tidak untuk aplikasi ini. Mohon di perbaiki. Terimakasih","2"
"2020-04-02 23:20:41","-1","app nya sih bagus, update, promo. tp bagian pengirimannya memble euy. costumer care gak bisa dihubungi. live chat gak ada juga. mau cek paket gak bisa. mau tanya konfirmasi juga gak bisa. bagusnya cuma di tampilan doang.","1"
"2020-04-01 06:11:29","1","Tiap mau riview trus mau di publish slalu loding lama banget sampe nuggu 1 jam tetep loading ga ke publish""😪","4"
"2020-04-01 01:23:32","-1","Emboh lah saya udah daftar tapi suruh daftar lagi padahal udah pencet daftar. Juga saya pake akun saya ga bisa padahal udah bener dan jelas tulisannya ini apk ter tai 💩💩💩💩💩","1"
"2020-03-31 20:18:21","-1","Apps nya ngga bisa di buka, padahal sudah 2 kali instal sejak beberapa bulan lalu. Dan sudah pake yg paling update :(","1"
"2020-03-31 19:52:00","-1","Hey how to track the shipment?? I already purchased some item 4 daya ago and the status is shipped but i didnt get it till know. And i dont know how to track","2"
"2020-03-31 17:51:52","-1","Baru instal sudah di suruh update😰😰😰 aplikasinya kayak fb gk kayak aplikasi tetangga.? Semgah ada kemajuan ajalah.","1"
"2020-03-27 20:52:51","-1","Knpa pas mau liat produknya,error conecting terus??","1"
"2020-03-27 19:49:46","-1","Awalnya sih bagus saat memakai aplikasi nya. Tapi, disaat saya edit profil nya kok ga mau di save gitu sih?!. Padahal, saya sudah mencoba nya beberapa kali tapi, tetap ga mau.. :(","1"
"2020-03-27 13:39:40","-1","Aplikasi kadang lola, suka tiba2 error not connection padahal sinyal oke (bikin males belanja), tolong lebih disempurnakan lagi aplikasinya","2"
"2020-03-26 13:51:10","0","Error conection dan produk juga not found terus padahal gak ada kendala jaringan internet","3"
"2020-03-26 09:48:40","0","Halo tim SOCO! Saya sudah 6x reset password pagi ini dan dapat email kalo reset password saya berhasil tapi kenapa saya tetap tidak bisa login karena password salah? Pls fix it. Thankyou! 💕","3"
"2020-03-26 06:46:34","0","App & Website tolong di re-check, karna sudah daftar lalu log in gak bisa, forgot password tapi katanya tidak terdaftar, sudah 2x register sama aja. Mohon bantuannya","3"
"2020-03-24 11:07:14","-1","Error mulu, udah di instal ulang tapi tetep aja","1"
"2020-03-24 10:45:17","-1","Pas mau login ke soco selalu password salah padahal gak salah. Udah reset password juga selalu gitu. Gabisa belanja. Aplikasi sampah.","1"
"2020-03-23 22:15:46","-1","Sering minta di updet","2"
"2020-03-22 15:27:42","-1","Aplikasinya gak tau knp nih yang pertama aku kan udah daftar buat akun eh malah udah selesai di step terakhir waktu aku mau cari barang eh malah disuruh buat akun lagi berarti waktu pertama tdi aku buat akun itu enggak masuk dong ihh pokokonya ini tuh aplikasi Kayak gak bisa di buat apa2 cuma menuhin memori doang tolong dong ditingkatin lg performanya biar app ini jadi lebih baik tambah satu lagi kok sring gk bisa dibuka sih mulai dari beranda,pencarian dll slalu ada tulisan klo koneksinya error","1"
"2020-03-22 15:10:08","1","Kenapa sekarang mau review produk susah amat yaa ? Pdhal sudah lumayan baik saat order","4"
"2020-03-22 11:11:25","-1","Aplikasi nya aneh udah dibuka pas mau liat barang malah eror conection padahal aku pakai aplikasi lain yang menggunakan kuota bisa aja","1"
"2020-03-21 23:23:03","-1","Lemot banget , saya pikir kalau sudah download ada perbaikan, ternyata makin lemot.","2"
"2020-03-21 15:02:47","0","Perlu banyak improvisasi, masih sering error","3"
"2020-03-21 05:22:32","-1","Baru saya download tp ""error connection"" padahal pake wifi masih banyak kuotanya, jaringannya juga lancar jaya :""). Tolong perbaiki :"")","2"
"2020-03-19 16:19:48","-1","Error conection mulu kenapa sih. Mau daftar aja susahh","1"
"2020-03-19 11:13:13","-1","Bener kaya review yg lain, aplikasi ini banyak error connecting. Cuma bisa lihat beberapa review make-up, banyak yg ga bisa di buka udah di refresh tetep error connect. Jaringan aku bagus padahal, buka ibternet dll lancar","2"
"2020-03-19 09:39:19","0","padahal koneksi bagus tapi error terus tulisannya","3"
"2020-03-18 19:33:55","-1","Aplikasi nya aneh setiap kali daftar gx bisa gx bisa trus","1"
"2020-03-17 21:00:49","0","Appnya bagus dn membantu bgt buat gw yg masih awam bgt soal makeup dll , cuma saran aja tlg ditingkatkn lg appnya soalnya tiap buka minta di update terus dn ckup menguras data dn penyimpanan jg 😊😊","3"
"2020-03-17 20:39:57","-1","Mohon dibantu..saya baru download kemudian bikin akun tapi selalu ndk bisa...","1"
"2020-03-17 17:25:14","-1","Parah banget, mau review produk malah force close mulu 😏 mau review di website jg sama aja sering error","2"
"2020-03-17 09:59:05","-1","kenapa sih gak bisa di di bukak dan gak bisa dipakai😩","1"
"2020-03-16 19:28:36","1","Bagus aplikasinya tapi masa udh belanja banyak poin nya ga masuk ttp 250 padahal harusnya udh naik levelnya. Kesel bgt","4"
"2020-03-15 10:48:13","-1","App suka keluar2 sendiri","2"
"2020-03-15 05:55:51","-1","Kenapa harus sering banget aplikasinya minta di perbarui. Dan kalau g diperbarui , sama sekali g bisa masuk aplikasi dan lihat content apapun","1"
"2020-03-14 23:27:36","-1","Baru download, daftar, eh mau lihat review produk atau mau add to bag dibilang jaringan eror mulu. Kirain pengaruh signal atau kuota, tapi buat buka apk yang lain nyaut aja tuh. Jujur tertarik dan ingin sekali buat shopping disini. Tapi kalo apk nya eror trs gimana mau shoppingnya. Tolong segera di selesaikan dong Soco kalo emg lagi diperbarui !","1"
"2020-03-13 23:34:46","0","Gak ada keterangan harga nya","3"
"2020-03-13 15:39:00","0","Aku udah coba download lagi, aku udh ngasih aplikasi ini bukan lagi kesempatan kedua, tapi udah keempat xD udah bisa dibuka, gak kayak sebelumnya. Cuma menurut aku masih harus improve lagi sih karena kurang user friendly, masih agak suka rada"" gitu aplikasinya. Tapi untuk user interface nya sih udah lumayan lah. Yang bermasalah kayanya beratnya. Agak berat jadi suka agak lambat kadang. Tapi udah lumayan banget sih daripada yang sebelumnya.","3"
"2020-03-13 04:39:46","-1","Susah login ataupun buat akun baru Loading nya lama, ga bisa bisa juga","1"
"2020-03-12 09:02:03","-1","Update terus setelah beberapa hari. Sering harus login ulang, merepotkan Harusnya pakai sistem sidik jari saja. Emang aplikasi ini sgt insecure ya sampai hrs logiin trus","1"
"2020-03-11 14:49:53","-1","Halloo soco saya tadi sudah install terus udah login tapi sekarang tidak bisa di buka lagi apknya:( mohon bantuannya","1"
"2020-03-11 12:50:42","1","Bagus apps nya sangat membantu cuman untuk keterangan pengiriman nya kurang detail seperti kapan paket akan sampai dan kurir apa yg digunakan untuk mengirim. Terus bingung mau cek resi nya dimana, option bahasa udh diubah bahasa indonesia tapi tetep aja sebagian ada yg pake bahasa inggris","4"
"2020-03-11 00:57:11","-1","Udah susah aplod malah susah masuknya,. Eror. Hapus lg deh. sayang.","1"
"2020-03-10 18:48:58","-1","Minta upgrade teruusssss...","2"
"2020-03-10 11:15:11","-1","Mksdnya gimana ini. Saya baru dwndl setelah isi nama belakang pasti keluar lg ke tampilan awal. Parah","1"
"2020-03-10 03:45:21","-1","Pas masuk keluar trs,udh gtu baru juga di upgrade eh malah disuruh upgrade lagi,ribet.","1"
"2020-03-09 18:10:18","-1","Susah bgt mau masuk udh brp kali saya coba smpai ganti email dan pasword","1"
"2020-03-08 22:59:48","1","Aplikasinya bagus .cuma bingung gimana order barangnya, soalnya saat saya klik gambar shop bag malah tulisannya shop bag empty padahal saya sdh add to bag barang saya","4"
